CONSECUTIVO;COMPONENTE;COMPETENCIA;ESTRATEGIA;GRADO INICIO;GRADO FINAL;GRUPO GRADO;GRADO UNICO;IDDOCENTE
1940;44;Relaciona  expresiones del arte y la literatura  sagrada con los relatos bíblicos. ;;4;4;4-4;4;admin
1941;44;Identifica la forma  como hoy Dios  llama a vivir en  alianza con El. ;;4;4;4-4;4;admin
1942;41;Identifica el carácter sobrenatural y especial de la vocación de María,;;4;4;4-4;4;admin
1943;41;Comprende el motivo y la esencia de la  misión de Jesús.;;4;4;4-4;4;admin
1944;41;Reconoce por qué Jesús es el verdadero camino para alcanzar  la felicidad.;;4;4;4-4;4;admin
1945;41;Comprende por qué  Jesús es una propuesta y es una  respuesta de vida para el ser humano  que busca realizarse como persona.;;4;4;4-4;4;admin
1946;41;Identifica la vocación cristiana como  seguimiento de Jesús.;;4;4;4-4;4;admin
1947;41;Sabe en qué consiste   el seguimiento de Jesús y qué exigencias tiene. ;;4;4;4-4;4;admin
1948;41;Comprende quien es  el Espíritu Santo y cual es su acción en la vocación y misión de Jesús.;;4;4;4-4;4;admin
1949;42;Relaciona la vocación y misión de la Virgen María con la de Jesucristo;;4;4;4-4;4;admin
1950;42;Explica por qué Jesús se asoció con otros  para hacer su obra.;;4;4;4-4;4;admin
1951;42;Da razón del contenido  y mensaje de algunos  textos bíblicos referentes al seguimiento de Jesús. ;;4;4;4-4;4;admin
1952;42;Expresa en qué  consiste la felicidad  que Jesús promete a quienes lo siguen.;;4;4;4-4;4;admin
1953;42;Compara la propuesta  de vida de Jesús con  las propuestas del mundo actual. ;;4;4;4-4;4;admin
1954;42;Explica las diferencias entre ser cristiano y ser  creyente en otro credo;;4;4;4-4;4;admin
1955;43;Relaciona la  vocación y misión de la Virgen María con su propia  experiencia religiosa y  vocacional.;;4;4;4-4;4;admin
1956;43;Reconoce la forma  como Jesús  ofrece a los discípulos y seguidores el camino para  participar en su  misión salvadora.;;4;4;4-4;4;admin
1957;43;Elabora y hace  oraciones al Espíritu Santo para  pedirle por las  vocaciones.;;4;4;4-4;4;admin
1958;43;Reconoce en su  entorno a las personas que se esfuerzan por seguir con fidelidad   a Jesús. ;;4;4;4-4;4;admin
1959;43;Inspira su comportamiento en  la persona de   Jesús.;;4;4;4-4;4;admin
1960;44;Relaciona la  piedad mariana  del pueblo cristiano con las referencias  bíblicas a la Virgen María. ;;4;4;4-4;4;admin
1961;44;Relaciona las Celebraciones litúrgicas marianas con la vocación de la Virgen María. ;;4;4;4-4;4;admin
1962;44;Aprecia la vida  de los cristianos de hoy como una acción de Jesús que continúa llamando a  seguirle.;;4;4;4-4;4;admin
1963;44;Establece la  relación entre  hechos de la vida de la Iglesia y hechos de la vida de Cristo.;;4;4;4-4;4;admin
1964;41;Conoce la vocación y misión que ha  recibido la Iglesia y  quienes a ella pertenecen.;;4;4;4-4;4;admin
1965;41;Distingue las   características de   la  Iglesia  y  sus diferencias con las confesiones  religiosas no cristianas.;;4;4;4-4;4;admin
1966;41;Comprende   cómo    se forma y se vive  la vocación cristiana dentro de la comunidad  eclesial.;;4;4;4-4;4;admin
1967;41;Conoce las diferentes vocaciones y  ministerios que hay  en la Iglesia y el servicio que  prestan.;;4;4;4-4;4;admin
1968;41;Identifica la acción  del Espíritu Santo  en la Vida de la  Iglesia. ;;4;4;4-4;4;admin
1969;41;Comprende la   celebración de los  sacramentos como vivencia de la  vocación a la vida  cristiana. ;;4;4;4-4;4;admin
1970;42;Expone razones y  convicciones sobre su   pertenencia a la Iglesia.;;4;4;4-4;4;admin
1971;42;Justifica con palabras  sencillas, la necesidad  de dejar actuar al Espíritu Santo.;;4;4;4-4;4;admin
1972;42;Sustenta la importancia del Bautismo, la  Confirmación, el Orden y el Matrimonio en la vocación de  servicio a la Iglesia;;4;4;4-4;4;admin
1973;42;Expone las razones  por las cuales es necesaria   la organización en la  Iglesia. ;;4;4;4-4;4;admin
1974;42;Explica  las  diferencias  y semejanzas de la  Iglesia y otras confesiones religiosas, respecto  al tema vocacional.;;4;4;4-4;4;admin
1975;42;Comprende por qué la  Iglesia ora por las  vocaciones. ;;4;4;4-4;4;admin
1976;43;Participa con respeto en las celebraciones  religiosas. ;;4;4;4-4;4;admin
1977;43;Manifiesta sentido de pertenencia a la  Iglesia. ;;4;4;4-4;4;admin
1978;43;Valora el Bautismo  como el comienzo de la vocación cristiana. ;;4;4;4-4;4;admin
1979;43;Reconoce la importancia de los sacramentos en la vida del creyente.;;4;4;4-4;4;admin
1980;43;Identifica los criterios de pertenencia a la Iglesia.;;4;4;4-4;4;admin
1981;43;Valora la misión de los diferentes ministros en la Iglesia y de las personas de vida  consagrada.;;4;4;4-4;4;admin
1982;44;Relaciona momentos y formas de oración por las  vocaciones, con la oración de Jesucristo.;;4;4;4-4;4;admin
1983;44;Muestra respeto por las confesiones religiosas de su entorno.;;4;4;4-4;4;admin
1984;44;Identifica la forma como está  organizada la Iglesia local para el cumplimiento de su misión.;;4;4;4-4;4;admin
1985;44;Identifica las diferentes uniones familiares, distinguiendo las que se basan en el sacramento del matrimonio.;;4;4;4-4;4;admin
1986;44;Conoce y participa en la   vida   de   su comunidad eclesial.;;4;4;4-4;4;admin
1987;41;Reconoce la  realidad histórica y   juzga la diferencia entre los pueblos  creyentes y los que no lo son.;;5;5;5-5;5;admin
1988;41;Comprende el  valor del testimonio de solidaridad y servicio de diferentes  personas.;;5;5;5-5;5;admin
1989;41;Distingue y analiza  las manifestaciones de valentía y testimonio frente a situaciones de persecución y  muerte.;;5;5;5-5;5;admin
1990;42;Dialoga y confronta la diferencia entre el testimonio positivo y negativo de los pueblos y culturas.;;5;5;5-5;5;admin
1991;42;Distingue lo que es cultura y subcultura en el entorno religioso.;;5;5;5-5;5;admin
1992;42;Comprende y  argumenta el derecho universal a  profesar y ser  coherente con una  forma concreta de  creer y esperar en Dios.;;5;5;5-5;5;admin
1993;42;Juzga la diferencia entre los actos    morales   correctos  e incorrectos tanto a nivel personal,  familiar, escolar y social.;;5;5;5-5;5;admin
1994;43;Expresa  interés por  imitar la  historia de los  principales personajes del  pueblo de Israel. ;;5;5;5-5;5;admin
1995;43;Reconoce  cuando ha  dado un buen  o mal  testimonio frente a los  que lo rodean;;5;5;5-5;5;admin
1996;43;Valora la vida de los hombres y mujeres que han sido mártires y  testigos de la fe.;;5;5;5-5;5;admin
1997;44;Aprende, aplica  y enseña normas en su  ámbito infantil, familiar y eclesial las reglas de juego, las normas de convivencia y los mudamientos en relación con Dios.;;5;5;5-5;5;admin
1998;44;Promueve la  solución dialogada   de los conflictos  escolares.;;5;5;5-5;5;admin
1999;44;Reconoce en su entorno la  presencia de  líderes y dirigentes que sirven con autenticidad a la comunidad.;;5;5;5-5;5;admin
2000;41;Reconoce a Israel como el antiguo  pueblo de Dios y su proceso de fidelidad al plan de salvación propuesto por Dios en la Antigua Alianza.;;5;5;5-5;5;admin
2001;41;Conoce temas centrales en la enseñanza de los profetas.;;5;5;5-5;5;admin
2002;41;Identifica las Características del  género literario  profético en la Biblia.;;5;5;5-5;5;admin
2003;41;Identifica el testimonio de los principales personajes del A.T.;;5;5;5-5;5;admin
2004;42;Comprende y  explica el alcance del primero, segundo y tercer mandamientos de la ley de Dios.;;5;5;5-5;5;admin
2005;42;Comprende y  explica el alcance de los demás mandamientos de la ley de Dios en relación con las personas. (del cuarto al décimo);;5;5;5-5;5;admin
2006;42;Es capaz de  relacionar la enseñanza de los  profetas con el contexto y las  situaciones del pueblo de Israel. ;;5;5;5-5;5;admin
2007;43;Valora la Sagrada Escritura como  historia de Salvación.;;5;5;5-5;5;admin
2008;43;Manifiesta actitudes de respeto en los momentos de oración expresándole gratitud y amor a Dios.;;5;5;5-5;5;admin
2009;43;Comparte sus experiencias más significativas cuando  ha dado testimonio  de la verdad o ha  defendido a alguien.;;5;5;5-5;5;admin
2010;44;Promueve la  sinceridad y verdad   en las relaciones;;5;5;5-5;5;admin
2011;44;Interpersonales a nivel escolar y  familiar.;;5;5;5-5;5;admin
2012;44;Denuncia acciones  que atenten contra  el bien común de la  comunidad educativa y los  derechos de las  personas.;;5;5;5-5;5;admin
2013;44;Coopera con la  labor del personero escolar. ;;5;5;5-5;5;admin
2014;41;Interpreta las  diferencias entre la  imagen que tenían los Judíos de Dios  en el Antiguo y la  que Jesús reveló en el nuevo testamento.;;5;5;5-5;5;admin
2015;41;Entiende por qué  en cada Eucaristía  Jesús repite el milagro del amor a   Dios y a la  humanidad.;;5;5;5-5;5;admin
2016;41;Identifica  el proyecto de vida  que Jesús propone      en las bienaventuranzas.;;5;5;5-5;5;admin
2017;41;Compara críticamente la propuesta de Jesús  con la que ofrece la  sociedad de consumo y confort. ;;5;5;5-5;5;admin
2018;41;Descubre en María  la virtud de obediencia generosa al  proyecto de Dios.;;5;5;5-5;5;admin
2019;42;Compara y diferencia la experiencia que de   Dios presentan  algunos personajes del Nuevo Testamento.;;5;5;5-5;5;admin
2020;42;Argumenta por qué no  hay amor más grande  que el de Jesús que  dio la vida para rescatar a justos y  pecadores. ;;5;5;5-5;5;admin
2021;42;Distingue las diversas vocaciones y testimonios a que estamos llamados los cristianos por Jesús.;;5;5;5-5;5;admin
2022;42;Comprende la diferencia entre las buenas y malas amistades y descubre  que ser amigo de Dios  cambia la existencia.;;5;5;5-5;5;admin
2023;42;Discute con sus  compañeros la actitud de los doctores de la ley que aunque conocían las Escrituras     rechazaron al Mesías.;;5;5;5-5;5;admin
2024;43;Representa  algunas de las  parábolas  de la misericordia del Padre y manifiesta  su gratitud para con El. ;;5;5;5-5;5;admin
2025;43;Reflexiona sobre su  proyecto  de vida  cristiana basado en las bienaventuranzas.;;5;5;5-5;5;admin
2026;43;Expresa deseo de profundizar e  imitar  a María de Nazareth. ;;5;5;5-5;5;admin
2027;43;Reconoce a la Virgen María y al Pequeño resto de Israel como testimonio de fidelidad al Mesías, el Señor.;;5;5;5-5;5;admin
2028;44;Asume una  actitud  crítico-cristiana frente a la TV, la música, a las marquillas y juegos electrónicos…;;5;5;5-5;5;admin
2029;44;Comparte con sus compañeros la experiencia de amor  y amistad que sostiene con Jesucristo el Hijo de Dios.;;5;5;5-5;5;admin
2030;44;Descubre el peligro de los medios de comunicación social, la sociedad del consumo frente a la  idea de felicidad.  ;;5;5;5-5;5;admin
2031;44;Identifica y propone las actitudes de los discípulos de Jesús como testimonio de vida.;;5;5;5-5;5;admin
2032;44;Valora la necesidad de proponer las actitudes cristianas frente a las situaciones de maldad.;;5;5;5-5;5;admin
2033;41;Analiza la historia de las primeras  comunidades cristianas.;;5;5;5-5;5;admin
2034;41;Comprende por qué  Jesús a través de su  Espíritu Santo hace  capaces a familias y  comunidades de ser testigos.;;5;5;5-5;5;admin
2035;41;Deduce y comprende  el estilo de vida y compromiso que  deben tener los  discípulos del Resucitado.;;5;5;5-5;5;admin
2036;41;Entiende por qué la  Iglesia tiene por misión ser sacramento de Cristo.;;5;5;5-5;5;admin
2037;41;Comprende la importancia de los  sacramentos en el compromiso de una autentica vida cristiana.;;5;5;5-5;5;admin
2038;41;Comprende la acción  del Espíritu en el  Sacramento de la  confirmación.;;5;5;5-5;5;admin
2039;41;Conoce el sentido de  la vida María en la Iglesia.;;5;5;5-5;5;admin
2040;42;Compara la diferencia existente entre los  primeros cristianos y la Iglesia de hoy.;;5;5;5-5;5;admin
2041;42;Cuestiona y confronta la vida cristiana vivida sin la fuerza del Espíritu Santo y sin la  valentía del testimonio.;;5;5;5-5;5;admin
2042;42;Argumenta la misión de los miembros de la  Iglesia para ser como Jesús, profetas,  sacerdotes y reyes.;;5;5;5-5;5;admin
2043;42;Distingue  los  sacramentos que ayudan a la iniciación cristiana, los que  fortalecen y santifican   los diversos estados de  vida.;;5;5;5-5;5;admin
2044;42;"Explica la profesión: Creo en la Iglesia, una,    santa, católica y  apostólica"".";;5;5;5-5;5;admin
2045;42;Explica el papel de María  en la Historia de Salvación como intercesora.;;5;5;5-5;5;admin
2046;42;Explica la misión que  tiene la Iglesia entre los diversos pueblos, culturas y religiones.;;5;5;5-5;5;admin
2047;43;Asume en su vida el valor de la solidaridad a ejemplo de los primeros cristianos.;;5;5;5-5;5;admin
2048;43;Valora y entiende su compromiso de bautizado para dar testimonio en su entorno.;;5;5;5-5;5;admin
2049;43;Expresa deseo de prepararse y recibir los sacramentos  para ser  auténtico amigo y  testigo del  Resucitado.;;5;5;5-5;5;admin
2050;43;Valora el  sacramento de la    Eucaristía   como  vínculo de amor de  los testigos de   Cristo. ;;5;5;5-5;5;admin
2051;43;Manifiesta amor y  gratitud a María. ;;5;5;5-5;5;admin
2052;44;Participa a sus compañeros su experiencia de amor a Dios.;;5;5;5-5;5;admin
2053;44;Reconoce la importancia de pertenecer a grupos cívicos y religiosos.;;5;5;5-5;5;admin
2054;44;Respeta y valora las diversas denominaciones que siguen a Cristo y comprende la misión de buscar la unidad, que tiene la Iglesia Católica.;;5;5;5-5;5;admin
2055;44;Demuestra admiración por el vigor y testimonio profético de muchos ministros de la Iglesia para imitarlos.;;5;5;5-5;5;admin
2056;44;Establece relaciones de semejanza o diferencia entre las propias acciones y de los relatos  bíblicos.;;5;5;5-5;5;admin
2057;41;Relaciona las diferentes características del ser personal del ser humano.;;6;6;6-6;6;admin
2058;41;Reconoce a la persona como sujeto de derechos y deberes.;;6;6;6-6;6;admin
2059;41;Identifica las diferentes clases de relaciones que establece la persona humana con Dios, con los otros y con el medio ambiente.;;6;6;6-6;6;admin
2060;41;Conoce el aporte de las religiones a la protección de los derechos humanos.;;6;6;6-6;6;admin
2061;41;Identifica el fanatismo y la violencia como desviaciones de algunos enfoques religiosos. ;;6;6;6-6;6;admin
2062;42;Explica en qué se fundamente la dignidad del ser humano como persona.;;6;6;6-6;6;admin
2063;42;Justifica la dimensión religiosa de los diferentes deberes y derechos que toda persona necesita para una convivencia pacífica.;;6;6;6-6;6;admin
2064;42;Explica la función de la religión en la defensa de la dignidad de la persona y sus derechos.;;6;6;6-6;6;admin
2065;43;Reconoce su propia dignidad como persona y la de los demás.;;6;6;6-6;6;admin
2066;43;Asume comportamientos acordes con su dignidad de persona.;;6;6;6-6;6;admin
2067;43;Revisa la calidad de  sus relaciones con Dios, con los demás y con el medio ambiente.;;6;6;6-6;6;admin
2068;44;Defiende  los derechos humanos.;;6;6;6-6;6;admin
2069;44;Participa en actividades y eventos que ayudan al cumplimiento de los deberes como persona.;;6;6;6-6;6;admin
2070;44;Promueve el respeto a la dignidad de la persona humana.;;6;6;6-6;6;admin
2071;44;Tiene actitudes de diálogo frente a los principios del manual de convivencia.;;6;6;6-6;6;admin
2072;41;Identifica los atributos de Dios como ser personal, basado en textos del Antiguo Testamento.;;6;6;6-6;6;admin
2073;41;Identifica la naturaleza de la imagen y semejanza del ser humano con Dios.;;6;6;6-6;6;admin
2074;41;Comprende las características de la relación de Dios con la humanidad según su plan de salvación.;;6;6;6-6;6;admin
2075;41;Relaciona y diferencia el rol del hombre y de la mujer en el orden creado y querido por Dios.;;6;6;6-6;6;admin
2076;41;Comprende por qué el pecado rompe la alianza con Dios y con los otros. ;;6;6;6-6;6;admin
2077;42;Fundamenta desde la Palabra de Dios la condición del hombre y de la mujer como personas, imagen y semejanza de Dios.;;6;6;6-6;6;admin
2078;42;Reconoce la dignidad de la persona humana en el plan de Dios.;;6;6;6-6;6;admin
2079;42;Relaciona el pecado con sus efectos en la historia personal y de la humanidad hoy.;;6;6;6-6;6;admin
2080;42;Explica las características de un Dios personal según la experiencia del Pueblo de Israel.;;6;6;6-6;6;admin
2081;43;Aprecia su vida con una mirada religiosa para valorarse como imagen y semejanza de Dios.;;6;6;6-6;6;admin
2082;43;Tiene en cuenta las actitudes propias de la dignidad de la persona, en cuanto a deberes y derechos.;;6;6;6-6;6;admin
2083;43;Toma conciencia de las acciones de pecado y la necesidad de conversión.;;6;6;6-6;6;admin
2084;44;Propone acciones concretas en defensa del los roles de hombre y mujer según el designio de de Dios.;;6;6;6-6;6;admin
2085;44;Promueve campañas para conocer la experiencia de algunos personajes del Antiguo Testamento a favor de la dignidad de la persona humana.;;6;6;6-6;6;admin
2086;44;Difunde mensajes a favor de la convivencia pacífica y el respeto por el medio ambiente.;;6;6;6-6;6;admin
2087;41;Identifica la obra  redentora realizada en la Virgen  María y su misión en  la misma.;;6;6;6-6;6;admin
2088;41;Reconoce la encarnación de Jesús necesaria para la restauración del ser humano.;;6;6;6-6;6;admin
2089;41;Identifica los atributos del Dios de Jesucristo a favor de la restauración de la naturaleza humana;;6;6;6-6;6;admin
2090;41;Demuestra habilidades para el uso e interpretación de textos bíblicos relacionados con la obra y vida de Jesús.;;6;6;6-6;6;admin
2091;41;Descubre el cumplimiento de la promesa de Jesús de enviar a la Iglesia el Espíritu Santo.;;6;6;6-6;6;admin
2092;41;Conoce las diferencias entre el Judaísmo y el Cristianismo;;6;6;6-6;6;admin
2093;42;Describe a Jesús como modelo de vida y reconoce sus enseñanzas.;;6;6;6-6;6;admin
2094;42;Sustenta, con base en textos bíblicos del Nuevo Testamento, la vida de Jesús y el sentido liberador de su Pascua.;;6;6;6-6;6;admin
2095;42;Distingue las características del amor que Jesús propone a favor de la dignidad humana y en defensa de los débiles y excluidos.;;6;6;6-6;6;admin
2096;42;Da razones del por qué Jesús es el camino, la verdad y la vida.;;6;6;6-6;6;admin
2097;42;Explica la importancia del Judaísmo para el cristianismo.;;6;6;6-6;6;admin
2098;43;Reconoce los valores que se derivan de las enseñanzas de Jesús y la importancia de incorporarlos dentro del mundo de hoy.;;6;6;6-6;6;admin
2099;43;Identifica las actitudes de las personas cristianas frente a la dignidad de la persona humana.;;6;6;6-6;6;admin
2100;43;Reconoce que el cristiano vive  la acción redentora de Jesús. ;;6;6;6-6;6;admin
2101;44;Expresa intenciones  persona les serias por mejorar algunas actitudes en su relación con los demás.;;6;6;6-6;6;admin
2102;44;Propone compromisos desde el evangelio que ayudan al cambio social.;;6;6;6-6;6;admin
2103;41;Analiza la diligencia de la Iglesia en la solución de los problemas relacionados con la dignidad humana.;;6;6;6-6;6;admin
2104;41;Reconoce la presencia de la Iglesia en la defensa de la persona y sus derechos a lo largo de la historia.;;6;6;6-6;6;admin
2105;41;Distingue las actitudes que son fruto de las acciones del Espíritu Santo.;;6;6;6-6;6;admin
2106;41;Reconoce el bautismo como un nuevo nacimiento a  la vida de Dios.;;6;6;6-6;6;admin
2107;41;Identifica las características de la Iglesia: Una, Santa, Católica y Apostólica.;;6;6;6-6;6;admin
2108;41;Descubre el papel de María en las comunidades Cristianas;;6;6;6-6;6;admin
2109;42;Explica cómo se hace presente el espíritu Santo en las personas a través de los sacramentos.;;6;6;6-6;6;admin
2110;42;Explica los signos del bautismo y su significación.;;6;6;6-6;6;admin
2111;42;Justifica la misión de la Virgen María en la Comunidad Cristiana.;;6;6;6-6;6;admin
2112;42; Sustenta la unidad, catolicidad y apostolicidad, relacionando la Sagrada Escritura y la Tradición de la Iglesia.;;6;6;6-6;6;admin
2113;43;Valora la pertenencia a la Iglesia y su papel de camino ordinario para la salvación.;;6;6;6-6;6;admin
2114;43;Reconoce la identidad del cristiano a partir del Bautismo.;;6;6;6-6;6;admin
2115;43;Expresa actitudes de confianza y devoción a la Santísima Virgen.;;6;6;6-6;6;admin
2116;43;Reconoce las actitudes propias de los hijos de Dios y de los miembros de la Iglesia.;;6;6;6-6;6;admin
2117;44;Se interesa por proponer y organizar acciones de solidaridad desde las acciones eclesiales.;;6;6;6-6;6;admin
2118;44;Hace propuestas para acrecentar la fe de los creyentes en el Espíritu Santo.;;6;6;6-6;6;admin
2119;44;Promueve la difusión de la Doctrina Social de la Iglesia sobre la dignidad persona humana.;;6;6;6-6;6;admin
2120;41;Identifica la situación actual de la familia;;7;7;7-7;7;admin
2121;41;Conoce los criterios en la conformación de la familia.;;7;7;7-7;7;admin
2122;41;Distingue los roles y las diferentes relaciones familiares.;;7;7;7-7;7;admin
2123;41;Identifica el matrimonio como institución universal para conformar y proteger la familia.;;7;7;7-7;7;admin
2124;41;Reconoce el impacto de la familia en la sociedad.;;7;7;7-7;7;admin
2125;41;Identifica en el contexto colombiano el marco legal de la familia y las instituciones que protegen la familia.;;7;7;7-7;7;admin
2126;42;Explica la función de la familia en la sociedad.;;7;7;7-7;7;admin
2127;42;Establece diferencias y semejanzas entre tipos de familia.;;7;7;7-7;7;admin
2128;42;Defiende con argumentos las situaciones que favorecen la vida familiar.;;7;7;7-7;7;admin
2129;42;Sustenta por qué la familia es la escuela del más rico humanismo.;;7;7;7-7;7;admin
2130;42;Justifica por qué la familia es la primera educadora de la persona.;;7;7;7-7;7;admin
2131;42;Fundamenta por qué la familia es la base de la sociedad.;;7;7;7-7;7;admin
2132;43;Valora el sentido de la familia como núcleo de la sociedad.;;7;7;7-7;7;admin
2133;43;Destaca la importancia de las buenas relaciones en la familia.;;7;7;7-7;7;admin
2134;43;Asume actitudes que enriquecen la vida familiar.;;7;7;7-7;7;admin
2135;43;Aprecia el valor de la familia en la sociedad.;;7;7;7-7;7;admin
2136;43;Se interesa por los aspectos históricos de la familia, con los cuales fortalece el espíritu de pertenencia.;;7;7;7-7;7;admin
2137;44;Confronta los conocimientos con su propia realidad familiar y la de su entorno.;;7;7;7-7;7;admin
2138;44;Promueve  la acción de las instituciones que protegen y trabajan a favor de la familia en Colombia.;;7;7;7-7;7;admin
2139;44;Aplica los conocimientos al análisis de la problemática familiar.;;7;7;7-7;7;admin
2140;44;Manifiesta soluciones frente a problemas de la realidad familiar.;;7;7;7-7;7;admin
2141;41;Conoce el plan de Dios sobre la pareja, según la revelación del Antiguo Testamento.;;7;7;7-7;7;admin
2142;41;Comprende la importancia y dignidad que la familia y el matrimonio tenían  en el pueblo de Israel.;;7;7;7-7;7;admin
2143;41;Identifica  el sentido religioso que tenía el amor en la familia en el pueblo de Israel ;;7;7;7-7;7;admin
2144;41;Conoce el sentido de los pasajes bíblicos usados en el desarrollo de los temas.;;7;7;7-7;7;admin
2145;42;Explica, con base en textos bíblicos, el querer de Dios en relación con  la pareja humana.;;7;7;7-7;7;admin
2146;42;Sustenta la condición de varón y mujer como únicas expresiones reveladas por Dios en el misterio de la procreación.;;7;7;7-7;7;admin
2147;42;Establece relaciones entre los diferentes modelos de la familia con el proyecto de Dios sobre ella.;;7;7;7-7;7;admin
2148;42;Fundamenta la unidad y el carácter sagrado del matrimonio y la familia a partir de textos bíblicos.;;7;7;7-7;7;admin
2149;43;Confronta su propia realidad familiar con la Palabra de Dios estudiada.;;7;7;7-7;7;admin
2150;43;Ora con la Biblia, usando pasajes del Antiguo Testamento referidos al amor, el matrimonio y la familia.;;7;7;7-7;7;admin
2151;43;Sabe integrar textos y sentencias bíblicas sobre el amor, la familia y la procreación.;;7;7;7-7;7;admin
2152;44;Propone y usa  el contenido de los textos bíblicos usados en el desarrollo de los temas, y los confronta con la realidad actual en lo referente a la familia, al amor y a la procreación.;;7;7;7-7;7;admin
2153;44;Presenta el sacramento del matrimonio como la  mejor forma para defender la dignidad de la familia. ;;7;7;7-7;7;admin
2154;41;Conoce el carácter especial de la sagrada Familia de Nazareth y sus valores.;;7;7;7-7;7;admin
2155;41;Distingue la enseñanza de Jesucristo sobre el matrimonio y la familia, ubicándola en su contexto y relacionándola con el contexto actual.;;7;7;7-7;7;admin
2156;41;Identifica las exigencias del cuarto y quinto mandamientos según la enseñanza de Jesús.;;7;7;7-7;7;admin
2157;41;Identifica las características de la familia trinitaria revelada por Jesús.;;7;7;7-7;7;admin
2158;42;Sustenta en la enseñanza de Jesús la unidad e indisolubilidad del matrimonio.;;7;7;7-7;7;admin
2159;42;Sustenta las exigencias del cuarto y quinto mandamientos como la mejor manera de vivir la vida cristiana.;;7;7;7-7;7;admin
2160;42;Relaciona la familia trinitaria como la mejor expresión del amor de Dios a la humanidad.;;7;7;7-7;7;admin
2161;43;Acoge y asume valores de la familia de Nazareth.;;7;7;7-7;7;admin
2162;43;Confronta e ilumina su propia realidad familiar con la Palabra de Dios revelada en las obras y palabras de Jesús.;;7;7;7-7;7;admin
2163;43;Ora con la Biblia, usando pasajes del evangelio y del Nuevo Testamento referidos al amor, el matrimonio y la familia.;;7;7;7-7;7;admin
2164;43;Se interesa por conocer más el proyecto de vida matrimonial cristiano;;7;7;7-7;7;admin
2165;44;Promueve en su familia los valores de la familia de Nazaret.;;7;7;7-7;7;admin
2166;44;Respeta y aporta ideas cristianas frente a las situaciones familiares de sus compañeros.;;7;7;7-7;7;admin
2167;44;Asume con responsabilidad su rol como hombre o mujer en la vida.;;7;7;7-7;7;admin
2168;41;Conoce el ser y la misión que la familia cristiana tiene dentro de la Iglesia y en la sociedad.;;7;7;7-7;7;admin
2169;41;Distingue el rito del sacramento matrimonio diferenciando sus elementos y significado.;;7;7;7-7;7;admin
2170;41;Reconoce los sacramentos como momentos de salvación para la vida de fe de la familia.;;7;7;7-7;7;admin
2171;41;Reconoce el aborto como un atentado contra la vida humana y familiar.;;7;7;7-7;7;admin
2172;42;Sustenta la interrelación entre familia e Iglesia.;;7;7;7-7;7;admin
2173;42;Establece relaciones de diferencia y semejanza entre la unión libre, el matrimonio civil y el matrimonio sacramento.;;7;7;7-7;7;admin
2174;42;Da razones por qué los Sacramentos fortalecen la vida personal y familiar.;;7;7;7-7;7;admin
2175;42;Sustenta en la Sagrada Escritura y en la Tradición de la Iglesia la sacramentalidad del matrimonio.;;7;7;7-7;7;admin
2176;43;Confronta la situación de su familia en cuanto a su sentido de identidad, pertenencia y participación con la vida de la comunidad de fe.;;7;7;7-7;7;admin
2177;43;Reconoce los valores cristianos de oración, amor, comprensión, respeto, obediencia, para la construcción de la vida familiar.;;7;7;7-7;7;admin
2178;43;Reconoce el valor de los sacramentos en la vida familiar.;;7;7;7-7;7;admin
2179;44;Participa en la construcción de la unidad familiar.;;7;7;7-7;7;admin
2180;44;Promueve  la sacramentalidad del matrimonio como la mejor manera que tiene el cristiano para vivir el ser y la misión de la familia en la Iglesia y en la sociedad.;;7;7;7-7;7;admin
2181;44;Se interesa por dar a conocer los organismos que trabajan en Pastoral familiar.;;7;7;7-7;7;admin
2182;41;Reconoce la importancia de los géneros (hombre y mujer) en la comunidad.;;8;8;8-8;8;admin
2183;41;Reconoce que no está solo y que su forma de actuar repercute en la comunidad.;;8;8;8-8;8;admin
2184;41;Establece semejanzas y diferencias entre las comunidades familiar, escolar, local y eclesial.;;8;8;8-8;8;admin
2185;41;Conoce el puesto que lo religioso tiene en la Constitución Colombiana como factor de participación y construcción del bien común.;;8;8;8-8;8;admin
2186;42;Da cuenta de la relación entre la realización individual y realización colectiva.;;8;8;8-8;8;admin
2187;42;Establece semejanzas y diferencias entre los conceptos de grupo y comunidad.;;8;8;8-8;8;admin
2188;42;Establece relaciones de semejanza, diferencia y complementariedad entre la pertenencia a la familia, a la patria, a la Iglesia.;;8;8;8-8;8;admin
2189;42;Explica la importancia de los roles en la comunidad.;;8;8;8-8;8;admin
2190;42;Establece el equilibrio entre el respeto a lo privado y a lo público por el bien común.;;8;8;8-8;8;admin
2191;43;Interioriza valores que ayudan a la conformación de una auténtica comunidad.;;8;8;8-8;8;admin
2192;43;Manifiesta sentido de pertenencia a distintas instancias comunitarias, con apertura y respeto a la pluralidad.;;8;8;8-8;8;admin
2193;43;Manifiesta actitudes de tolerancia y comprensión ante las diferencias.;;8;8;8-8;8;admin
2194;43;Identifica situaciones de conflicto, como también la manera de ayudar a evitarlos o solucionarlos.;;8;8;8-8;8;admin
2195;44;Identifica los grupos de referencia en la tradición familiar y social y el aporte que le bridan a su formación.;;8;8;8-8;8;admin
2196;44;Busca la integración con los demás como el espacio donde se construye tejido social.;;8;8;8-8;8;admin
2197;44;Aporta a su grupo lo necesario para que haya convivencia pacífica.;;8;8;8-8;8;admin
